communityn,detailaddr,area_id,districtna,zone_numbe,buildyear,carparkcou,buildingar,plotratio,pmfee,developer,greeningra,totalhouse,totalbuild,standard_p,specialpri,residentia,longitude,latitude
福星家园A区,北京市房山区房山北大街2-21号福星家园A区,10,房山区,110111,2010,230,60240.12,3.5,0.9,九州鸿运集团,30,258,5,23808, ,住宅,115.9777758,39.7029967
福顺家园,北京市房山区北顺城街福顺家园,10,房山区,110111,2000,97,20242.32,3.5,0,无,30,103,2,9313,军产房,住宅,115.9763671,39.70431946
房山大街小区,北京市房山区房山北大街房山大街小区,10,房山区,110111,1995, ,12794.58,2,0|0,暂无, ,102,2,26040, ,住宅,115.9778313,39.70523415
万能小区,北京市房山区房山北大街万能小区,10,房山区,110111,2000, ,6257.07,1.3,0,无, ,64,2,19588, ,住宅,115.9771115,39.70741288
西大街31号楼,北京市房山区西大街31号楼,10,房山区,110111,2010,97,6747.56,2,0|0,暂无, ,96,2,20279, ,住宅,115.9689122,39.70245256
房山二中家属楼,北京市房山区沿河路4号房山二中家属楼,10,房山区,110111,1992, ,9434.37,2,0,无,30,88,2,22424, ,住宅,115.9684814,39.70633866
首开香溪郡,北京市通州区荷香街1号首开香溪郡,11,通州区,110112,2013,626,328410.32,2.05,2.98,北京首都开发股份有限公司,30,1054,30,41945, ,住宅,116.6637994,40.00765387
古城如意小区,北京市石景山区古城西路古城如意小区,7,石景山区,110107,1987, ,37459.88,2,0.5,首钢房地产开发有限公司,30,246,4,51340, ,住宅,116.1782184,39.91223537
月华东里,北京市房山区良乡西路月华东里,10,房山区,110111,1998, ,172678.15,3.6,1.5,北京市房山房地产开发总公司,22,690,12,27896, ,住宅,116.1201411,39.73083113
明源北里,北京市房山区明源路明源北里,10,房山区,110111,1976,700,64880.8,2.2,0.5,单位自建,30,580,7,31694, ,住宅,116.1510027,39.74811699
朝阳北路甲22号院,北京市朝阳区朝阳北路甲22号院,5,朝阳区,110105,2007, , , ,1.8,北京城乡房屋建设开发有限责任公司, ,112,2,59778,军产房,住宅,116.5777563,39.92307375
营房小区,北京市房山区城皇庙街营房小区,10,房山区,110111,2002,345,59602.14,3.5,0.5,无,45,384,7,19592, ,住宅,115.9763951,39.70307037
北关大街28号,北京市房山区房山北大街北关大街28号,10,房山区,110111, , ,5244.61,1.6, , , ,50,1,19646, ,住宅,115.9776255,39.70654891
万宁小区,北京市房山区房山北大街万宁小区,10,房山区,110111,1989, ,203515.39,3.4,0.5,无,35,1018,20,21443, ,住宅,115.9758102,39.70818476
北关大街农机楼,北京市房山区北大街北关大街农机楼,10,房山区,110111, , ,3226.71,2,0,无, ,35,1,19497, ,住宅,115.9774241,39.70593817
金隅悦和园,北京市朝阳区平房路金隅悦和园,5,朝阳区,110105,2013, ,195000,2.8,1.98,北京金隅嘉业房地产开发有限公司,32,2558,10,72774,限价普通商品住房,住宅,116.5329128,39.95565728
张辛庄小区,北京市通州区京塘路辅路张辛庄小区,11,通州区,110112,1994, ,55389.04,2,0.9,无,30,256,8,8376,小产权房,住宅,116.7277157,39.86148063
西关小区,北京市昌平区南郝庄路西关小区,13,昌平区,110114,1998, ,124272.41,1.5,0.5,北京泰兴房地产开发有限公司,35,1098,16,31206, ,住宅,116.206001,40.21498876
金顶北路18号院,北京市石景山区金顶北路18号院,7,石景山区,110107,2008,566,104286.85,1.5,1.8,北京首钢房地产开发有限公司, ,1552,14,46590, ,住宅,116.1605908,39.9267989
凤凰南里,北京市房山区凤凰亭路凤凰南里,10,房山区,110111,1984, ,75904.68,2,0,无,39,346,9,20465, ,住宅,115.9385678,39.7363808
金隅汇景苑二区,北京市朝阳区平房路金隅汇景苑二区,5,朝阳区,110105,2016, ,36707,2.8,2.32,北京金隅嘉业房地产开发有限公司, ,1416,7,57386,自住型商品房,住宅,116.5295201,39.95554636
四合巷小区,北京市房山区繁华路四合巷小区,10,房山区,110111,1990, ,126153.07,2.8,1,单位自建,20,936,13,34041, ,住宅,116.1447957,39.73730322
凤凰北里,北京市房山区凤凰亭路凤凰北里,10,房山区,110111,2000, ,25000,1.1,0,无,20,1236,29,17084,小产权房,住宅,115.9407465,39.73898026
阳光波尔多小镇,北京市大兴区育镇街32号阳光波尔多小镇,14,大兴区,110115,2008,773,141503.14,1.35,0.98,恒盛合天和信（北京）房地产开发有限公司, ,893,29,23986,其他,住宅,116.6299725,39.64876607
航天星汉,北京市大兴区西韩路航天星汉,14,大兴区,110115,2014,435, , ,0,无, ,1598,128,17389,其他,住宅,116.2360573,39.64431284
古城村中街33号院,北京市石景山区北后道古城村中街33号院,7,石景山区,110107,2014,500,74702.22,2.8,3.89,中海地产,30,725,6,68757, ,住宅,116.1744322,39.91053363
古城村中街10号院,北京市石景山区北后道古城村中街10号院,7,石景山区,110107, , ,64518.51,3.5,0|0,暂无, ,693,4,46996, ,住宅,116.1764085,39.91056097
金隅汇景苑三区,北京市朝阳区平房路金隅汇景苑三区,5,朝阳区,110105,2016, ,36707,2.8,2.32,北京金隅嘉业房地产开发有限公司, ,1200,5,50288,自住型商品房,住宅,116.5315696,39.95276589
花园巷小区,北京市房山区京电路花园巷小区,10,房山区,110111,1997,93,229337.1,3,1,单位自建,30,1171,26,30111, ,住宅,116.1475764,39.73819576
璟公馆,北京市石景山区时代花园南路19号璟公馆,7,石景山区,110107,2007,282,99192.19,1.32,2.85,茂华控股集团有限公司,30,430,29,68747, ,住宅,116.1970127,39.91873699
大东新村D区,北京市大兴区京福路大东新村D区,14,大兴区,110115,2015, , , ,0.8,北京大东钰城房地产置业有限公司, ,1128,13,25433,其他,住宅,116.5283391,39.67555641
行宫园四里,北京市房山区政通路行宫园四里,10,房山区,110111,1995,640,67890.91,1.1,0.5,北京集达房地产开发公司, ,1243,17,30833, ,住宅,116.1423832,39.74984204
苏庄东街小区,北京市房山区苏庄北路苏庄东街小区,10,房山区,110111,2002,100,13959.75,1.31,0.6,无,25,176,3,36333, ,住宅,116.1228155,39.72842334
大东社区百合公寓,北京市大兴区京福路大东社区百合公寓,14,大兴区,110115,2012, , , ,0,北京大东钰城置业房地产开发有限公司, ,891,7,25368,其他,住宅,116.5282773,39.67323912
富力桃园C区,北京市海淀区建材城东路富力桃园C区,8,海淀区,110108,2009,2564,182476.27,2.25,1.45,成都富力地产开发有限公司,32,1827,10,61848, ,住宅,116.3736397,40.06257532
沿海丽水佳园,北京市大兴区薛北路沿海丽水佳园,14,大兴区,110115,2000,1000,136300,0.29,3.3,北京兴港房地产公司,65,1082,542,53021,其他,别墅,116.3281973,39.60837934
凤仪佳苑七里,北京市海淀区苏三路6号凤仪佳苑七里,8,海淀区,110108,2014, , , ,0,北京新牧置业发展有限公司, ,708,9,27441,回迁房,住宅,116.1396764,40.09910942
首钢古城西路居民区,北京市石景山区首钢古城西路居民区,7,石景山区,110107,1988, ,34904.1,1.33,0.5,北京首钢房地产开发有限公司,25,662,7,46489, ,住宅,116.1797886,39.91499776
月华新村,北京市房山区良乡西路月华新村,10,房山区,110111,1999,150,58567.34,3,0.55,单位自建,30,312,6,31301, ,住宅,116.1182101,39.72855887
天星街2号院,北京市房山区长阳路天星街2号院,10,房山区,110111,2012,800,213483.47,3,1.98,绿地集团,30,1886,8,35687, ,住宅,116.157884,39.75267795
大东新村C区,北京市大兴区京福路大东新村C区,14,大兴区,110115, , , , ,0.8,北京大东钰城置业房地产有限公司, ,1232,11,26162,其他,住宅,116.5215615,39.67745197
新龙城一期,北京市昌平区昌平路380号新龙城一期,13,昌平区,110114,2006,3768,431359.68,2.46,1,北京新龙房地产开发有限公司,40,3867,23,51093, ,住宅,116.3179883,40.06735221
凤仪佳苑六里,北京市海淀区苏三路凤仪佳苑六里,8,海淀区,110108,2014, , , ,0,北京新牧置业发展有限公司, ,857,9,30034,回迁房,住宅,116.1423967,40.09842011
特钢古西居民小区,北京市石景山区古城大街特钢古西居民小区,7,石景山区,110107,1989, ,71978.07,4.5,0.5,首钢房地产开发有限公司, ,346,4,48883, ,住宅,116.1797989,39.9113451
首创伊林郡,北京市房山区行宫西街1号首创伊林郡,10,房山区,110111,2015,2000,50637.63,1.57,2.56,北京安顺园房地产开发有限公司,30,800,10,35690, ,住宅,116.1372549,39.7517963
璟公阁,北京市石景山区时代花园南路28号璟公阁,7,石景山区,110107,2009,500,48851.98,1.39,2.56,茂华控股集团有限公司,30,556,9,67707, ,住宅,116.1972148,39.91652762
绿茵花园别墅,北京市大兴区庞安路绿茵花园别墅,14,大兴区,110115,1992, ,402300,0.26,2.2,北京森林花园旅游娱乐中心有限公司,60,228,114,39620,其他,别墅,116.4226659,39.61250559
璟公院,北京市石景山区时代花园南路23号璟公院,7,石景山区,110107,2009,256,47522.91,1.4,2.96,茂华控股集团有限公司,36,286,13,68011, ,住宅,116.1937549,39.91811665
同泽园东里,北京市海淀区后沙涧路同泽园东里,8,海淀区,110108,2013,1657,166223.69,1.8,0,"北京海开房地产集团有限责任公司								", ,1785,17,26376,公共租赁住房,住宅,116.1339115,40.10236145
西路南里小区,北京市房山区良乡西路28号西路南里小区,10,房山区,110111,1999,500,64439.08,2.3,0.5,房山龙建集团,30,508,9,29238, ,住宅,116.1204518,39.72876564
明源南街小区,北京市房山区明源路明源南街小区,10,房山区,110111,2000,259,21530.27,2,0.6,单位自建,30,288,4,31130, ,住宅,116.1512367,39.74666188
大东新区A区,北京市大兴区京福路大东新区A区,14,大兴区,110115, , , , ,0.8,北京大东钰城置业房地产有限公司, ,715,24,26022,其他,住宅,116.5206334,39.67469789
阳光波尔多小镇北区,北京市大兴区育镇街31号阳光波尔多小镇北区,14,大兴区,110115,2008,714,59621.89,1.01,0.98,恒盛合天和信（北京）房地产开发有限公司, ,776,16,25857, ,住宅,116.6285023,39.651232
昌艺园,北京市昌平区北清路昌艺园,13,昌平区,110114,2000,432,45338.6,2,0.73,单位自建,30,480,8,54045, ,住宅,116.283964,40.09968058
凤仪佳苑五里,北京市海淀区苏三路凤仪佳苑五里,8,海淀区,110108,2014,1826,299316.06,3.5,0|0,北京新牧置业发展有限公司, ,1999,16,37408,经济适用房,住宅,116.1382682,40.10125539
黄辛庄东里,北京市房山区行宫东街黄辛庄东里,10,房山区,110111,1997,232,80629.19,1.07,0.5,北京安顺远房地产开发有限公司,30,1279,19,30852, ,住宅,116.1427434,39.75345272
中景未山赋,北京市丰台区马官营南路6号中景未山赋,6,丰台区,110106,2011,200,33200.98,2.21,3.6,北京景旭房地产开发有限公司,30.3,324,4,79435, ,住宅,116.2896863,39.88308255
恒盛小镇艺墅,北京市大兴区育镇街30号恒盛小镇艺墅,14,大兴区,110115,2013, ,90000,1.4,1.87,恒盛合天和信（北京）房地产开发有限公司,40,806,24,23136, ,住宅,116.6343574,39.64889399
古城环卫楼,北京市石景山区杨庄大街古城环卫楼,7,石景山区,110107,1980, ,64889.87,3,0.62,北京首钢房地产开发有限公司,20,369,6,49072, ,住宅,116.1818516,39.91818179
宝盛里观林园,北京市海淀区黑泉路宝盛里观林园,8,海淀区,110108,2010,1160,217839.98,1.4,2.5,北京宝晟住房股份有限公司,45,1671,35,71649, ,住宅,116.3667191,40.03799473
青云里小区,北京市大兴区祥云路青云里小区,14,大兴区,110115,2006, , ,1.6,0,无,30,420,7,7254,小产权房,住宅,116.4974304,39.68442424
苏庄一里,北京市房山区苏庄中路苏庄一里,10,房山区,110111,2000,160,83760.94,1.3,0.5,北京市第三建筑工程有限公司,30,952,16,32046, ,住宅,116.1153964,39.72646151
苏庄二里,北京市房山区苏庄北路苏庄二里,10,房山区,110111,2000,345,40500.9,2.3,0.5,北京华照房地产开发有限公司,30,384,5,31474, ,住宅,116.1164326,39.7271895
西兰岛,北京市房山区长虹西路西兰岛,10,房山区,110111,2007,523,36030.62,1.95,0.7,北京泰斗通房地产开发有限公司,30,390,6,33279, ,住宅,116.1157006,39.72263601
兴家小区,北京市房山区长虹西路兴家小区,10,房山区,110111,2002,270,16431.66,1.2,0,单位自建,25,300,4,31155, ,住宅,116.1141624,39.72261325
北锅小区,北京市石景山区石景山路北锅小区,7,石景山区,110107,2001, ,70370.73,2.5,0.5,无, ,982,7,52294, ,住宅,116.1912534,39.9054896
首钢杨庄小区,北京市石景山区杨庄东街首钢杨庄小区,7,石景山区,110107,1999,235,13888.83,1.2,0.55,北京首钢房地产开发有限公司,40,486,6,43417, ,住宅,116.1927399,39.91945644
北郊粮食宿舍,北京市昌平区永安巷北郊粮食宿舍,13,昌平区,110114,1993, ,12808.28,2,0|0,暂无,31,54,1,37539, ,住宅,116.2284797,40.21397887
南环里,北京市昌平区南环路53号南环里,13,昌平区,110114,1992, ,122580.03,1.2,0.5,北京昌平房地产经纪有限公司,30,1876,33,42007, ,住宅,116.2310511,40.21271671
力天嘉苑,北京市昌平区府学路力天嘉苑,13,昌平区,110114,2012,290,4366.8,1.2,0,无,30,255,1,32707, ,住宅,116.2368496,40.2190552
朱辛庄新区北区,北京市昌平区朱辛庄东路朱辛庄新区北区,13,昌平区,110114,2014, ,16250,2,0.5,单位自建, ,708,13,25474,小产权房,住宅,116.30441,40.09934039
城子西街社区,北京市门头沟区城子西街社区,9,门头沟区,110109,1990, ,35002.38,1.2,0,北京市门头沟区建设开发有限公司,30,216,6,42226, ,住宅,116.0888027,39.95211312
八千平,北京市石景山区古城大街八千平,7,石景山区,110107,1976, ,30054.01,2,0,无, ,360,5,49400, ,住宅,116.1812024,39.91470943
育新花园北里,北京市大兴区育林街1号育新花园北里,14,大兴区,110115,2013, ,300000,1.47,0,无, ,2564,23,30203,回迁房,住宅,116.6302933,39.6614955
同泽园西里,北京市海淀区后沙涧路同泽园西里,8,海淀区,110108,2011,2709,315819.47,2.5,0,"北京海开房地产集团有限责任公司								",30,3036,25,36173,公共租赁住房,住宅,116.1305814,40.10299066
烛光小区,北京市通州区烛光路烛光小区,11,通州区,110112,2000, , , ,0,无,30,186,8,13258,小产权房,住宅,116.6891851,39.99005394
颐景别墅,北京市通州区草寺路500号颐景别墅,11,通州区,110112,2016, , , ,1.8,北京盛通绿色家园房地产开发有限公司, ,72,36,42802,其他,别墅,116.6758498,39.99063756
西山壹号院,北京市海淀区德惠路1号西山壹号院,8,海淀区,110108,2011,1838,463080.97,2.12,7.8,北京融创恒地产有限公司,45,1202,43,102743, ,住宅,116.2627536,40.04005741
宝盛里观景园,北京市海淀区黑泉路宝盛里观景园,8,海淀区,110108,2010,934,162844.09,1.4,2.17,北京宝晟住房股份有限公司,34,1500,20,74385, ,住宅,116.3680121,40.03415529
万润家园,北京市昌平区南店北路万润家园,13,昌平区,110114,2003,240,105556.13,2.69,1.1,北京城建集团责任有限公司,35,945,12,50970, ,住宅,116.3197828,40.064945
朱辛庄新区南区,北京市昌平区朱辛庄东路朱辛庄新区南区,13,昌平区,110114,2014, ,32500,2.3,0.5,单位自建,30,1092,20,25474,小产权房,住宅,116.3035827,40.09719176
良庄家园,北京市昌平区文华东路30号良庄家园,13,昌平区,110114,2004,120,27472.32,1.4,0.65,北京首开天鸿集团有限公司,35,386,6,47443, ,住宅,116.3452195,40.08049378
常营民族家园三期,北京市朝阳区常营中路常营民族家园三期,5,朝阳区,110105,2000,468,89795.19,2,0,北京柏宏房地产开发有限公司, ,716,8,43926, ,住宅,116.5719084,39.9250404
常营民族家园N区,北京市朝阳区常营中路常营民族家园N区,5,朝阳区,110105,2000,226,45303.83,2.21,0,北京柏宏房地产开发有限公司, ,283,7,43725, ,住宅,116.5753926,39.92649388
花虎沟9号院,北京市朝阳区域清街花虎沟9号院,5,朝阳区,110105,2000,86,8102.92,1.3,0.5,单位自建,20,96,3,65769, ,住宅,116.3576209,40.01332637
常营民族家园J区,北京市朝阳区常营中路常营民族家园J区,5,朝阳区,110105,2000,630,128322.25,2.21,1.8,北京市城乡房屋建设开发公司, ,684,10,43442, ,住宅,116.5830446,39.92572572
金隅翡丽铂爵郡,北京市海淀区新都路金隅翡丽铂爵郡,8,海淀区,110108,2014,250,45966.07,2.11,4.95,北京金隅程远房地产开发有限公司,30,206,5,81536, ,住宅,116.3666803,40.06426131
常营民族家园B区,北京市朝阳区民族家园中路常营民族家园B区,5,朝阳区,110105,2000,700,219890.52,2.21,0,北京柏宏房地产开发有限公司, ,1214,23,43808, ,住宅,116.5754429,39.92889473
优点社区,北京市朝阳区幺家店路2号优点社区,5,朝阳区,110105,2006,696,106111.23,2.93,1.3,北京祥辉房地产开发有限公司,31,760,13,52071, ,住宅,116.5826286,39.93010191
常营民族家园G区,北京市朝阳区常营中路常营民族家园G区,5,朝阳区,110105,2000,345,65694.66,2.21,1.8,北京市城乡房屋建设开发公司, ,396,6,43415, ,住宅,116.5827748,39.92855997
常营民族家园CDF区,北京市朝阳区民族家园东路常营民族家园CDF区,5,朝阳区,110105,2000,1663,223854.54,1.61,1.8,北京市城乡房屋建设开发公司, ,1872,37,43556, ,住宅,116.5793511,39.92903135
百泉花园,北京市昌平区水南路百泉花园,13,昌平区,110114,2011,1658,131315.67,1.18,2.9,无,11,1843,16,43781, ,住宅,116.2061427,40.20433735
挂甲屯教养局1号院,北京市海淀区颐和园路挂甲屯教养局1号院,8,海淀区,110108,1980, ,5592.45,1.33,0.5,北京市超市发大厦房地产开发有限公司,20,162,3,104461, ,住宅,116.2908952,39.99479413
华远铭悦世家,北京市通州区九棵树东路华远铭悦世家,11,通州区,110112,2015,1066,164326.79,1.9,2.98,北京华和房地产开发有限公司,30,987,17,50156, ,住宅,116.6924508,39.87111898
万利花园,北京市密云区西门外大街22号万利花园,18,密云区,110118,2000,302,2258351.39,5.3,2,北京万利房地产开发有限公司,30,336,7,26470, ,住宅,116.8123813,40.37722576
芙蓉里,北京市海淀区芙蓉北路芙蓉里,8,海淀区,110108,1984, ,114468.92,2.31,0.8,北京住总集团有限责任公司,40,1337,15,88704, ,住宅,116.2945404,39.98582241
清秀园南区,北京市昌平区燕平路15号清秀园南区,13,昌平区,110114,1994,370,105306.55,3,2.85,北京东亚信义国际会展中心有限公司,30,728,12,40405, ,住宅,116.2376821,40.21411699
回龙观新村西区,北京市昌平区龙域西一路回龙观新村西区,13,昌平区,110114,1999, ,63493.56,2.2,0.6,无,15,804,5,48887, ,住宅,116.3015354,40.06128555
周井大院,北京市朝阳区朝阳路周井大院,5,朝阳区,110105,1990, ,241499.38,3.2,0.5,无,30,750,17,49208, ,住宅,116.5781566,39.91129149
永泰东里,北京市海淀区永泰中路永泰东里,8,海淀区,110108,1998,300,865599.48,5,2,北京天鸿集团公司,30,4308,47,69322, ,住宅,116.3528313,40.03381252
铭悦雅园,北京市通州区九棵树东路铭悦雅园,11,通州区,110112,2015, ,95178.82,2.68,5.8,北京华和房地产开发有限公司, ,1033,4,50491, ,住宅,116.6911554,39.86929682
石坊院,北京市昌平区鼓楼南街30号石坊院,13,昌平区,110114,1991, ,101614.64,1.2,0.8,北京昌平房地产开发总公司,30,1578,22,43756, ,住宅,116.2309623,40.21458054
隆恩寺路18号院,北京市石景山区隆恩寺路18号院,7,石景山区,110107,1987, ,2807.17,2.01,0,无, ,36,1,36464, ,住宅,116.1183424,39.95813194
龙兴家园,北京市大兴区青礼路龙兴家园,14,大兴区,110115,2009,421,45050.21,1.3,0.62,北京富九城房地产开发有限公司,40,444,11,24484, ,住宅,116.4896249,39.62272445
后屯路32号院,北京市海淀区后屯路32号院,8,海淀区,110108,2000,116,51793.24,3.2,0.65,北京冶金集团,36,312,5,69575, ,住宅,116.3487274,40.03765181
和煦小区,北京市石景山区炮厂路和煦小区,7,石景山区,110107,2015,381,36749.35,1.3,0|0,暂无,22,436,8,36849, ,住宅,116.134953,39.96023277
西山峻景,北京市石景山区隆恩寺路19号西山峻景,7,石景山区,110107,2004,208,58276.14,1.73,3.5,北京中宸房地产开发有限公司,33.3,480,8,40142, ,住宅,116.1175312,39.9606752
蓝河湾,北京市密云区滨河路蓝河湾,18,密云区,110118, ,793,137655.91,1.12,0.9,北京首都机场太扬置业有限公司,35,890,29,32973,其他,住宅,116.8341434,40.35862589
亢山佳园,北京市昌平区府学路亢山佳园,13,昌平区,110114,2003,498,85825.98,1.3,1.3,北京爱立斯房地产开发有限公司,30,554,10,38278, ,住宅,116.2485266,40.21897251
阳光水岸,北京市密云区白云街6号阳光水岸,18,密云区,110118,2009,365,47101.48,2.1,2.68,北京悦居绿洲房地产开发有限公司,30,406,6,27061, ,住宅,116.8394092,40.39458939
尚城小区,北京市昌平区发展路8号尚城小区,13,昌平区,110114,2000,766,103970.66,3.06,2.91,北京科技园建设股份有限公司,30,3636,9,56007, ,住宅,116.2881255,40.10313764
茉莉山庄,北京市密云区滨河路茉莉山庄,18,密云区,110118,2005, ,189200,0.8,0.96,北京太扬置业房地产开发有限责任公司,40,2756,35,23307,其他,别墅,116.8307159,40.3570253
和平街东里,北京市昌平区和平街东里,13,昌平区,110114,1996, ,47741.74,1.4,1.5,无,35,345,8,39157, ,住宅,116.2255521,40.2238808
宝盛北里,北京市海淀区宝盛路宝盛北里,8,海淀区,110108,2002,1436,164468.67,1.5,0.8,北京宝晟住房股份有限公司,30,1698,25,65430, ,住宅,116.3622888,40.03700325
和平家园,北京市昌平区鼓楼西街和平家园,13,昌平区,110114,2008,376,115238.09,2.55,0.8,无,30,804,8,35200, ,住宅,116.2229679,40.2237676
宁馨苑,北京市昌平区府学路宁馨苑,13,昌平区,110114,2002,193,161667.55,1.32,0.5,华达房地产开发有限公司,30,1716,28,35070, ,住宅,116.253204,40.21825826
华远铭悦,北京市通州区九棵树东路华远铭悦,11,通州区,110112,2013,799,111699.44,1.9,2.98,北京华和房地产开发有限公司,30,2148,9,53091, ,住宅,116.6963064,39.87032968
一品嘉园二期,北京市大兴区魏北路28号一品嘉园二期,14,大兴区,110115,2012,939,142597.72,1.7,1.8,北京兴广厦房地产开发有限公司, ,1044,17,27151, ,住宅,116.4137334,39.66821776
亢山路12号院,北京市昌平区亢山前路亢山路12号院,13,昌平区,110114,2000,143,22406.72,2,0,无, ,159,4,36252, ,住宅,116.2476281,40.21749518
亢山前路3号院,北京市昌平区亢山前路3号院,13,昌平区,110114,2002, ,28973.56,1.3,1.6,无, ,312,5,36899, ,住宅,116.2475686,40.21658358
泉蔷佳苑,北京市通州区京塘路泉蔷佳苑,11,通州区,110112,2005,318,81852.84,2.5,1.5,北京金五环房地产开发有限公司,33,721,3,47431, ,住宅,116.664235,39.88071735
新城嘉园,北京市通州区京塘路新城嘉园,11,通州区,110112,2010, ,20030,2,0.6,无,30,1256,7,35132,回迁房,住宅,116.6648891,39.87906951
泰禾·拾景园,北京市通州区嘉创二路1号泰禾·拾景园,11,通州区,110112,2016,348,89472.21,1.6,3.8,北京泰禾置业有限公司,30,1917,16,52041, ,住宅,116.5492755,39.82706231
交通局宿舍,北京市昌平区北环路11号交通局宿舍,13,昌平区,110114,1989, ,102254.81,4,0.1,无,45,418,8,39767, ,住宅,116.226024,40.22724844
一品嘉园一期,北京市大兴区魏西路1号一品嘉园一期,14,大兴区,110115,2012,1342,141958.22,1.7,1.8,北京兴广厦房地产开发有限公司,42,1288,27,27925,其他,住宅,116.4099595,39.66893595
云景东里小区,北京市通州区云景东路云景东里小区,11,通州区,110112,1998, ,131564.85,2.29,0.8,无,36,240,6,45154, ,住宅,116.6617552,39.87833394
银河湾小区,北京市房山区凤凰亭路银河湾小区,10,房山区,110111,1979, ,78630.89,2.7,0,无, ,509,7,21377, ,住宅,115.9467982,39.73294528
迎风一里,北京市房山区凤凰亭路迎风一里,10,房山区,110111,1974, ,121878.46,1.5,0.5,北京燕山石油化工有限公司,20,814,18,21602, ,住宅,115.9482872,39.73097436
迎风西里,北京市房山区迎风西路迎风西里,10,房山区,110111,2000,54,8260.23,2,0,无,41,60,1,20245, ,住宅,115.9462727,39.72806026
迎风二里,北京市房山区迎风街迎风二里,10,房山区,110111,1972, ,102891.72,1.5,0.5,北京燕山石油化工有限公司,20,936,23,17420, ,住宅,115.9478292,39.72795906
高家坡小区,北京市房山区高家坡路高家坡小区,10,房山区,110111,1986, ,71708.78,2.9,1,无,30,504,9,14838, ,住宅,115.9401863,39.72633026
溪山小城,北京市房山区迎风西路溪山小城,10,房山区,110111,2010,162,47391.19,1.48,0,无,45,180,4,14942, ,住宅,115.9432396,39.72680823
汽修一厂宿舍,北京市朝阳区安立路汽修一厂宿舍,5,朝阳区,110105,1996, ,43625.86,3.1,0,无,32,450,5,72069, ,住宅,116.3598234,40.01059803
农行家属宿舍,北京市昌平区西环路6号农行家属宿舍,13,昌平区,110114,1990, ,14486.7,2,0,北京市昌平房地产开发总公司, ,105,2,38466, ,住宅,116.2211391,40.22681509
东风南里,北京市房山区水泉西路东风南里,10,房山区,110111,1980, ,211648.7,2,0.6,无,30,1494,35,17130, ,住宅,115.9563979,39.75306956
东风东里,北京市房山区双泉路东风东里,10,房山区,110111,1984, ,78736.8,2,2.58,无,45,732,9,18982, ,住宅,115.959918,39.75265631
白家楼,北京市朝阳区平房路白家楼,5,朝阳区,110105,1997, ,20000,2,0.56,北京住总房地产开发有限责任公司,30,818,415,35510,其他,别墅,116.5408402,39.92690327
中铁十六局小区,北京市密云区党校路中铁十六局小区,18,密云区,110118,2000,496,159411.24,3.2,0|0,暂无, ,552,19,30067, ,住宅,116.8356309,40.39192051
福美苑10号院,北京市海淀区西三旗营福路10号福美苑10号院,8,海淀区,110108, , ,13678.81,3.5,2.2,北京建工四建房地产开发有限公司, ,353,2,57702, ,住宅,116.3348695,40.04097876
水关新村,北京市昌平区南环路水关新村,13,昌平区,110114,1991, ,243898.16,1.8,0.8,无,30,2337,44,39965, ,住宅,116.236587,40.2090899
润杰经典,北京市昌平区创新路1号润杰经典,13,昌平区,110114,2002,507,54847.54,1.2,0.8,北京润杰房地产开发有限公司,30,588,11,40541, ,住宅,116.2331736,40.20939121
兴昌佳苑,北京市昌平区南丰路2号兴昌佳苑,13,昌平区,110114,2012,2054,184309.37,1.8,0.6,"单位自建								",30,2244,14,25371, ,住宅,116.2706759,40.20096167
中国铁建·青秀尚城,北京市昌平区景兴街25号中国铁建·青秀尚城,13,昌平区,110114,2015, ,169000,2.2,2.9,"中铁房地产集团北京金达世纪房地产开发有限公司								",30,1641,15,48358,商住房,住宅,116.2748436,40.20430509
檀香山别墅,北京市海淀区旱河路檀香山别墅,8,海淀区,110108,2006,552,255000,1.73,4.9,北京创辉房地产开发有限公司,47,774,133,112200,其他,别墅,116.2442623,39.95220662
马连洼北路1号院,北京市海淀区马连洼北路1号院,8,海淀区,110108,1992,200,46330.19,2,0.4, ,30,614,12,105974, ,住宅,116.2991454,40.03479253
北京城建·上河湾北区,北京市密云区白云街北京城建·上河湾北区,18,密云区,110118,2015,955,203398.88,2,2.68,北京城建兴云房地产有限公司, ,2120,18,29710, ,住宅,116.8396136,40.39934996
鸿顺园东区,北京市房山区揽秀南大街鸿顺园东区,10,房山区,110111,2000,134,98582.25,2.5,0.5,单位自建,40,882,9,37187, ,住宅,116.152627,39.72020957
馨然嘉园二区,北京市房山区怡和路6号馨然嘉园二区,10,房山区,110111,2012,446,69920.57,2.02,1.82,中铁房地产集团北京正达置业有限公司,30,793,5,42763, ,住宅,116.2121721,39.75653149
馨然嘉园三区,北京市房山区长阳路6号馨然嘉园三区,10,房山区,110111,2012,421,83535.09,2.02,1.82,中铁房地产集团北京正达置业有限公司, ,840,7,42724, ,住宅,116.2125942,39.75411098
杨庄子小区,北京市房山区长政南街杨庄子小区,10,房山区,110111,2009, ,117331.21,3.5,0,无, ,520,6,41830, ,住宅,116.2101387,39.75427186
馨然嘉园一区,北京市房山区长政南街6号馨然嘉园一区,10,房山区,110111,2012,351,118483.21,2.02,1.82,中铁房地产集团北京正达置业有限公司,30,758,5,42778, ,住宅,116.2097091,39.75611212
