communityn,detailaddr,area_id,districtna,zone_numbe,buildyear,carparkcou,buildingar,plotratio,pmfee,developer,greeningra,totalhouse,totalbuild,standard_p,specialpri,residentia,longitude,latitude
大黄庄教师楼,北京市朝阳区定福庄西街大黄庄教师楼,5,朝阳区,110105,2000,86,8530.76,2.4,0|0,暂无,40,96,2,49857, ,住宅,116.5418014,39.91397657
交大东路48号院,北京市海淀区交大东路48号院,8,海淀区,110108,1984,60,27828.16,2.67,1.9,北京方恒房地产开发有限公司,30,234,3,85702, ,住宅,116.3443453,39.94963124
安德里北街25号院,北京市东城区安德里北街25号院,3,东城区,110101,1970, ,48501.32,3.7,0.5,中国房地产开发公司,30,478,5,100764, ,住宅,116.3816759,39.95574153
浩运园,北京市朝阳区大屯路220号浩运园,5,朝阳区,110105,2007,863,91087.79,4.91,2.26,北京浩运房地产开发有限公司,40,959,4,85924, ,住宅,116.4150743,40.00005447
新建村,北京市通州区物资学院路3号新建村,11,通州区,110112,2000,900,448381.77,3.5,0,无, ,1822,31,25738,回迁房,住宅,116.6318498,39.92232828
时尚街区东区,北京市通州区云景东路8号时尚街区东区,11,通州区,110112,2003,405,209811.16,3.42,1.72,北京住总房地产开发有限责任公司,36,2151,14,46563, ,住宅,116.6620802,39.88149351
新平北路社区,北京市平谷区顺平路新平北路社区,16,平谷区,110117,1999, ,23775.54,2,0,无, ,140,3,24543, ,住宅,117.119268,40.14391006
渔阳花园,北京市平谷区顺平路渔阳花园,16,平谷区,110117,2016,696,79260.85,3.49,3.8,北京阳益房地产开发有限公司,30,744,4,21384, ,住宅,117.1114032,40.14347227
东方国际公寓,北京市平谷区府前西街东方国际公寓,16,平谷区,110117,2005,391,131772.55,7.78,0|0,暂无,30,415,5,22230, ,高档公寓,117.0980367,40.13799839
兴谷园,北京市平谷区平翔路兴谷园,16,平谷区,110117,2001,1382,140967.57,1.36,1,无,45,1534,22,22164, ,住宅,117.1183512,40.15466402
光明西小区,北京市平谷区北二环光明西小区,16,平谷区,110117,1970, ,89948.51,3,0,无,10,460,9,23528, ,住宅,117.1108352,40.14809286
平谷和平家园,北京市平谷区平翔路平谷和平家园,16,平谷区,110117,2004,302,209170.76,3.5,0.8,无, ,388,6,23655, ,住宅,117.1153704,40.1533466
三中西巷15号院,北京市大兴区三中西巷15号院,14,大兴区,110115,2004,2300,52709.12,3.87,1.2,北京市大兴城镇建设综合开发集团公司, ,264,2,51591, ,住宅,116.3237954,39.73296172
迎宾花园,北京市平谷区顺平路迎宾花园,16,平谷区,110117,2006,896,140688.83,1.85,0.6,北京远联置地房地产开发有限公司,31,996,26,23592, ,住宅,117.0853815,40.14251662
太平路甲26号院,北京市海淀区太平路甲26号院,8,海淀区,110108,2004,60,2658.04,1.2,0,无,33,60,1,76541, ,住宅,116.2749212,39.89776482
双榆树北路6号院,北京市海淀区双榆树北路6号院,8,海淀区,110108,1988, ,17256.3,1.5,0.9,无,15,180,2,101580, ,住宅,116.3259367,39.97041512
百子湾家园三区,北京市朝阳区百子湾路1号百子湾家园三区,5,朝阳区,110105,2006,5700,159713.97,2.54,1.5,北京建工集团有限责任公司, ,1565,9,56509, ,住宅,116.5067846,39.89681146
慧忠北里小区,北京市朝阳区大屯路慧忠北里小区,5,朝阳区,110105,1997,545,149751.1,2.2,1.21,北京华汇房地产开发中心,30,1726,12,56085, ,住宅,116.3992346,40.0026053
天兆家园,北京市海淀区西直门北大街41号天兆家园,8,海淀区,110108,2003,200,233010.21,5,2.7,北京天缘兆业房地产开发有限公司,40,1160,9,102762, ,住宅,116.347388,39.95152805
东方城,北京市朝阳区文学馆路东方城,5,朝阳区,110105,2000,450,89125.94,2.5,1.48,北京中润房地产开发有限公司,50,876,8,66574, ,住宅,116.4308102,39.9810239
黄平路8号院,北京市昌平区黄平路8号院,13,昌平区,110114,1982, ,38924.43,2.5,0.9,单位自建,30,252,4,55800, ,住宅,116.3416228,40.06317205
地杰长安驿,北京市朝阳区建华南路6号地杰长安驿,5,朝阳区,110105,2007,1442,114161.85,7.38,7.5,北京丹阳房产开发有限公司,31,385,2,71243, ,高档公寓,116.4385008,39.9052415
海鶄落新村,北京市昌平区七星路海鶄落新村,13,昌平区,110114,2004, ,3500,1.06,0.8,单位自建,40,622,11,25523,限价普通商品住房,高档公寓,116.4292411,40.10122096
悠乐汇,北京市朝阳区广顺南大街悠乐汇,5,朝阳区,110105,2004,1038,225187.96,4.58,3.9,北京圣鹏房地产开发有限公司,30,2380,9,41477, ,住宅,116.4713675,39.98834091
京汉铂寓,北京市门头沟区新桥南大街13号京汉铂寓,9,门头沟区,110109,2015,274,53043.38,4.43,2.8,北京鹏辉房地产开发有限公司,30,409,2,43834, ,住宅,116.098956,39.93109453
珺悦国际,北京市大兴区天华街9号珺悦国际,14,大兴区,110115,2014,2062,407135,2.11,2.98,北京邦达房地产开发有限公司,35,3086,23,28296,商住房,高档公寓,116.3073254,39.6850727
灵境小区,北京市西城区灵境胡同灵境小区,4,西城区,110102,1960,50,12018.14,1.01,1,北京爱地房地产开发有限责任公司,30,548,4,136253, ,住宅,116.3736764,39.91371507
新桥大街26号院,北京市门头沟区新桥大街26号院,9,门头沟区,110109,1996, ,13708.15,1.6,1.98,北京市门头沟区建设开发公司,28,153,4,42087, ,住宅,116.0961045,39.94023524
文化南街15号院,北京市平谷区文化南街15号院,16,平谷区,110117,2002,39,18879.57,2,0.51,无, ,154,4,20873, ,住宅,117.1046376,40.13361806
金乡嘉园,北京市平谷区顺平路金乡嘉园,16,平谷区,110117,2006,611,75838.13,2.5,3,无,30,475,7,41082, ,住宅,117.1061962,40.14518482
金谷御景,北京市平谷区顺平路金谷御景,16,平谷区,110117,2008,162,34829.11,2.5,1,暂无,30,381,2,22846, ,住宅,117.0908777,40.14338027
利农胡同,北京市平谷区顺平路利农胡同,16,平谷区,110117,2002,151,16957.71,2,2.8,北京腾龙佳业房地产开发有限公司,30,168,3,21069, ,住宅,117.0948429,40.14466633
中国歌舞剧家属区,北京市西城区太平街5号中国歌舞剧家属区,4,西城区,110102,2000,86,4000.55,1.3,0,无,30,96,1,112352, ,住宅,116.3808693,39.88013819
源屋曲,北京市西城区南滨河路27号源屋曲,4,西城区,110102,2005,450,61780.52,2.5,2.5,北京华安泰房地产开发有限公司,32,492,7,100371, ,住宅,116.341582,39.87972252
香榭舍,北京市朝阳区南新园西路6号香榭舍,5,朝阳区,110105,1999,200,3996.11,5,5.5,北京富阳物业发展有限公司,40,336,1,55088,商住房,高档公寓,116.4593378,39.86824805
驼房营,北京市朝阳区将台路驼房营,5,朝阳区,110105,2000,64,14440.03,3.41,0.5,北京电子城有限责任公司,33,127,2,58531, ,住宅,116.497701,39.96523111
东土城路7号院,北京市朝阳区东土城路7号院,5,朝阳区,110105,1993, ,10238.21,1,2.5,北京城建开发有限公司,30,394,2,74332, ,住宅,116.4255725,39.95354802
长安新城二区,北京市丰台区青塔西路长安新城二区,6,丰台区,110106,2002,200,107107.06,1.2,1.46,北京大成开发集团有限公司,30,1627,12,56954, ,住宅,116.2566051,39.88645892
长椿里小区,北京市西城区长椿街长椿里小区,4,西城区,110102,1956, ,35584.39,1.5,0.55,市政府和宣武医院家属楼,30,489,9,83194, ,住宅,116.3560531,39.89246232
六里桥南里,北京市丰台区广安路280号六里桥南里,6,丰台区,110106,2000, ,31400,2.09,2.85,无,30,328,3,57690,单位产房,住宅,116.293567,39.87810621
半步桥13号院,北京市西城区半步桥街13号半步桥13号院,4,西城区,110102,1992,210,39015.73,2,2,北京城建,25,841,8,107377, ,住宅,116.3608172,39.87195577
观河锦苑,北京市西城区新街口外大街34号观河锦苑,4,西城区,110102,2003,125,64348.74,3.2,2.5,北京市平谷观河锦苑有限公司,30,288,5,136502, ,住宅,116.3665361,39.95035582
真武庙二里,北京市西城区真武庙路真武庙二里,4,西城区,110102,1955, ,70167.33,2,2,无,30,560,9,103506, ,住宅,116.3385407,39.90356741
荣宁园,北京市西城区广安门南街60荣宁园,4,西城区,110102,2001,250,75458.3,3.85,2.53,北京盈和房地产综合开发有限公司,40,630,4,80215, ,住宅,116.3456101,39.87254787
牛栏山小区,北京市顺义区通顺路牛栏山小区,12,顺义区,110113,1996, ,387515.13,3.3,2.26,无,30,1740,30,33084, ,住宅,116.6525887,40.2065008
美然动力街区A2区,北京市朝阳区朝阳北路50号美然动力街区A2区,5,朝阳区,110105,2004,800,42662.3,1.6,1.5,北京美晟房地产开发有限责任公司,30,751,4,52412, ,住宅,116.5525329,39.92210655
住总正华新国展满庭芳,北京市顺义区吉祥庄村南大街住总正华新国展满庭芳,12,顺义区,110113,2016,1054,131820.3,2,3.15,正华成顺房地产开发有限公司,30,948,7,54488, ,住宅,116.5408004,40.08330094
锦湖园公寓,北京市朝阳区姚家园路锦湖园公寓,5,朝阳区,110105,1998,300,46922.99,5.8,3.92,北京金隅集团,30,364,2,72587, ,高档公寓,116.4583453,39.92706931
丰台西路7号院,北京市丰台区丰台西路7号院,6,丰台区,110106,1989, ,5934.41,1.6,1.2, ,31.5,108,2,45392, ,住宅,116.2714498,39.8458166
北苑小区,北京市通州区滨惠南三街北苑小区,11,通州区,110112,2004,253,22250.92,1.6,0.5,北京芳洲集团,25,282,4,45055, ,住宅,116.6360998,39.90800494
日坛国际公寓,北京市朝阳区日坛北路17号日坛国际公寓,5,朝阳区,110105,2002,1576,132682.83,3.5,7.8,北京大成房地产股份有限公司,32,800,7,80207, ,高档公寓,116.4359014,39.91773548
新街口外大街21号院,北京市海淀区新街口外大街21号院,8,海淀区,110108,2000,318,11810.68,1.1,1.2,无,30,354,4,85147, ,住宅,116.3640831,39.95600211
CDD创意港嘉悦广场,北京市大兴区欣雅街CDD创意港嘉悦广场,14,大兴区,110115,2013, ,186899,3,0,北京盛玺置业有限公司,30,1541,9,35806, ,商业服务,116.3174735,39.78566382
阜成路47号院,北京市海淀区阜成路47号院,8,海淀区,110108,1979,1979,3955.89,2,1.1,无,30,60,1,107952, ,住宅,116.3005837,39.92319699
建国门外大街16号院,北京市朝阳区建国门外大街16号院,5,朝阳区,110105,2004,1442,78235.78,4.31,6,北京峻成房地产开发有限责任公司,33,770,3,76842, ,住宅,116.4362681,39.90527409
东土城路3号院,北京市朝阳区东土城路3号院,5,朝阳区,110105,1999, ,2955.02,1.01,2.6,北京城建集团,30,90,1,66067, ,住宅,116.4252914,39.95606528
右安门内西街甲2号院,北京市西城区右安门内西街甲2号院,4,西城区,110102,2000,480,67086.31,1.13,0.5,北京一建,31,810,11,99881, ,住宅,116.355838,39.87024869
人大附中社区,北京市海淀区人民大学北路1号人大附中社区,8,海淀区,110108,1999,65,22879.74,2,1,无,30,190,2,113393, ,住宅,116.3109331,39.97288393
中山大街108号院,北京市通州区中山大街108号院,11,通州区,110112,1988, ,7293.89,2,0.6,无, ,102,1,43180, ,住宅,116.638909,39.90405721
风格与林苑,北京市丰台区丰台南路风格与林苑,6,丰台区,110106,2002,500,147264.13,1.1,1.65,北京元亨房地产开发有限公司,40,971,42,46908,其他,住宅,116.3289794,39.8236819
周仓庵胡同,北京市通州区南大街周仓庵胡同,11,通州区,110112,1998, ,6889.58,1.3,0,北京市通州区房地产开发总公司,30,126,3,42885, ,住宅,116.6618969,39.90329035
峰景佳园,北京市通州区运河西大街峰景佳园,11,通州区,110112,2010,694,79249.54,2,0,无,47,772,6,46074, ,高档公寓,116.68755,39.89283411
惠新南里1号院,北京市朝阳区惠新北街惠新南里1号院,5,朝阳区,110105,1988, ,11204.65,2.2,1.1,北京驻总集团有限公司,35,132,2,74530, ,住宅,116.4170086,39.97784173
关东店,北京市朝阳区朝阳门外大街关东店,5,朝阳区,110105,1994, ,46038.09,2.6,0.95,无,20,200,5,68688, ,住宅,116.4526711,39.91947344
神龙自成小区,北京市通州区兴贸一街神龙自成小区,11,通州区,110112,2000, ,5000,1.5,0.5,神龙盛唐房地产开发有限公司,30,194,4,15972,小产权房,住宅,116.5471807,39.76250709
安慧里四区,北京市朝阳区安立路安慧里四区,5,朝阳区,110105,1993,150,161869.9,3.08,0.68,北京北辰房地产开发股份有限公司,30,1208,11,69755, ,住宅,116.4062539,39.98902125
搜宝商务中心,北京市丰台区马家堡西路搜宝商务中心,6,丰台区,110106,2005,400,80878.78,6.4,1.8,北京市宣武区城市建设综合开发总公司, ,466,2,56036, ,办公,116.3620868,39.85365185
嘉林海德大道,北京市朝阳区将台西路10号嘉林海德大道,5,朝阳区,110105,2001,453,103090.77,6.28,3.6,嘉裕房地产开发有限公司,30,504,4,72719, ,住宅,116.4731123,39.97165004
观林阁,北京市顺义区裕安路观林阁,12,顺义区,110113,2013,968,97450.04,1.36,1.8,北京裕鑫房地产开发有限公司,13,1144,12,41248, ,住宅,116.5392376,40.10146812
外贸家属楼,北京市顺义区西外街外贸家属楼,12,顺义区,110113,1997, ,2563.49,1.5,0.55,大龙城乡建设开发总公司,35,72,2,38104, ,住宅,116.6385103,40.136756
明悦湾,北京市大兴区京福路明悦湾,14,大兴区,110115,2016,800,40972.96,1.6,1.98,北京日月房地产开发有限公司,30,1027,4,47341, ,住宅,116.4160843,39.78390771
家天下,北京市怀柔区富乐大街26号家天下,15,怀柔区,110116,2005,462,61763.28,1.5,0.7,北京同方星城置业有限公司,40,514,11,36960, ,住宅,116.6259199,40.33954423
新桥大街39号院,北京市门头沟区新桥大街39号院,9,门头沟区,110109,1996, ,10778.48,2.86,1.5,北京市门头沟区建设开发公司,30,135,2,39761, ,住宅,116.0925949,39.93926194
兴怀大街甲11号院,北京市怀柔区兴怀大街甲11号院,15,怀柔区,110116,1998, ,11825.25,2,0|0,暂无, ,62,1,34205, ,住宅,116.6325291,40.32046415
城子西七棵树90号院,北京市门头沟区七棵树西大街90号城子西七棵树90号院,9,门头沟区,110109,2010,183,15161.31,1.5,0.62,北京京煤集团开发有限公司,30,204,3,33847, ,住宅,116.0827705,39.94528894
马坡花园一区,北京市顺义区乾安路马坡花园一区,12,顺义区,110113,2000,2004,524795.77,3,0.5,北京天马房地产中心,51,1412,37,32063, ,住宅,116.6496284,40.17254946
八里庄北里小区,北京市朝阳区石佛营路八里庄北里小区,5,朝阳区,110105,1992,1500,411473.82,2.3,1,北京城建三房地产开发有限公司,40,4941,41,60164, ,住宅,116.4929746,39.92651117
南菜园街1号院,北京市西城区广安门南街36号南菜园街1号院,4,西城区,110102,1990, ,24618.4,2.8,1.14,北京市天创房地产开发公司,30,276,4,90065, ,住宅,116.3468952,39.87466264
红联南村46号院,北京市海淀区文慧园西路红联南村46号院,8,海淀区,110108,1990, ,13962.23,3.53,0,北京市民政局事业建设处,10,352,2,91916, ,住宅,116.3541925,39.94686765
毛纺西小区,北京市海淀区朱房路毛纺西小区,8,海淀区,110108,1988, ,28495.07,2,1,无,25,334,7,78768, ,住宅,116.323122,40.03066951
交大东路40号院,北京市海淀区交大东路40号院,8,海淀区,110108,1990, ,4798.47,2,0,无,30,60,2,92181, ,住宅,116.3424936,39.94923615
金新园,北京市丰台区丽泽路2号金新园,6,丰台区,110106,2007,698,90520.93,4.5,1.6,北京金泰恒业有限责任公司,20,690,3,65985, ,住宅,116.3368659,39.86593742
九棵树小区,北京市通州区九棵树东路九棵树小区,11,通州区,110112,1998, ,8893.68,2,0.5,暂无, ,108,3,44896, ,住宅,116.6540909,39.8893537
金隅泰和园,北京市朝阳区高井北街7号金隅泰和园,5,朝阳区,110105,2014,900,219719,2.86,2,北京金隅嘉业房地产开发有限公司,30,3492,12,71386,限价普通商品住房,住宅,116.5254347,39.91917572
交大东路56号院,北京市海淀区交大东路56号院,8,海淀区,110108,1990,30,42166.74,5.24,0.6,房屋维修一公司,30,360,3,92667, ,住宅,116.3433686,39.9472064
沙顺路79号院,北京市昌平区沙顺路79号院,13,昌平区,110114,1997, ,8962.76,2.5,2,北京泰福恒房地产开发有限责任公司, ,90,1,34423, ,高档公寓,116.3963389,40.17497254
马家堡90号院,北京市丰台区马家堡路90号马家堡90号院,6,丰台区,110106,1995,20,5865.88,1.2,0.8,"北京城建								",48,208,4,56685, ,住宅,116.3774384,39.85442132
游泳场北路9号院,北京市丰台区游泳场北路9号院,6,丰台区,110106,2002,205,26432.79,1.33,0,无,30,1132,7,57653, ,住宅,116.2850073,39.8547485
龙乡中区,北京市昌平区建材城西路龙乡中区,13,昌平区,110114,1994, ,117448.6,2.2,0.56,北京世纪龙祥房地产开发有限公司, ,996,15,49327, ,住宅,116.3304307,40.06125724
绿城雅苑,北京市昌平区尚上路绿城雅苑,13,昌平区,110114,2012, , , ,4,暂无,34,426,6,8377,小产权房,住宅,116.3138552,40.14735866
丽嘉花园,北京市顺义区花园三街丽嘉花园,12,顺义区,110113,2004,276,56761.31,0.5,10,北京京龙天诚房地产,42,266,136,67795,其他,别墅,116.5633051,40.04519155
惠民家园三区,北京市门头沟区增产路7号惠民家园三区,9,门头沟区,110109,2009,287,14479.01,1.3,0.68,北京昊泰房地产开发有限公司, ,584,3,39710, ,住宅,116.0856415,39.93693409
汇都家园,北京市怀柔区于家园路汇都家园,15,怀柔区,110116,2002,528,88615.31,2,1.2,北京汇都家园房地产开发有限公司,30,587,12,36409, ,住宅,116.6348049,40.32945325
盈谷中心,北京市平谷区文化北街3号盈谷中心,16,平谷区,110117,2010, ,47780.47,2.1,1.6,北京飞弘日房地产开发有限公司,30,254,3,13542,其他,住宅,117.1041878,40.14306049
建设西街小区,北京市平谷区建设西街小区,16,平谷区,110117,2000,626,92747.5,2,0|0,暂无,30,768,9,26232, ,住宅,117.1022555,40.13501291
府前东街9号院,北京市怀柔区府前东街9号院,15,怀柔区,110116,1993, ,30564.88,2,0.88,无, ,172,7,32648, ,住宅,116.6382733,40.31616278
当代采育满庭春MOMA,北京市大兴区育胜街36号当代采育满庭春MOMA,14,大兴区,110115,2014,1341,206070.92,2.45,1,北京当代摩码置业有限公司,30,1482,10,21738,自住型商品房,住宅,116.6145156,39.65746915
延庆儒林苑,北京市延庆区南顺城街延庆儒林苑,19,延庆区,110119,2003,324,114666.61,3,0.4,北京市广厦房地产开发公司,60,370,7,26663, ,住宅,115.9660272,40.45555234
黑山北小街11号院,北京市门头沟区黑山北小街11号院,9,门头沟区,110109,1987, ,3292.46,1.6,0,北京市门头沟区建设开发公司,30,98,1,38028, ,住宅,116.0871863,39.94004722
